prefecture_core,prefecture_chr,year,total_population,total_populationMale,total_populationFemale,total_foreigners,total_foreignersMale,total_foreignersFemale,number_foreigners,number_in-migrants,number_in-migrantsMale,number_in-migrantsFemale,number_out-migrants,number_out-migrantsMale,number_out-migrantsFemale
6000,Yamagata-ken,2013,1144000,549000,595000,NA,NA,NA,6182,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2012,1153000,554000,600000,NA,NA,NA,6214,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2011,1162000,558000,604000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2010,1168924,560643,608281,6158,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2009,1178000,565000,613000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2008,1188000,570000,618000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2007,1198000,575000,623000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2006,1207000,580000,627000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2005,1216181,585023,631158,6383,1361,5022,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2004,1224000,589000,635000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2003,1230000,593000,637000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2002,1236000,596000,640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2001,1241000,599000,642000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,2000,1244147,601372,642775,5014,1338,3676,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1999,1247000,603000,644000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1998,1251000,605000,646000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1997,1253000,606000,647000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1996,1255000,606000,649000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1995,1256958,607316,649642,2723,984,1739,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1994,1256000,607000,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1993,1256000,606000,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1992,1257000,606000,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1991,1257000,607000,651000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1990,1258390,607041,651349,1459,635,824,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1989,1260000,608000,652000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1988,1262000,609000,653000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1987,1262000,609000,653000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1986,1262000,609000,652000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1985,1261662,609417,652245,926,463,463,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1984,1260000,609000,651000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1983,1258000,608000,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1982,1257000,608000,649000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1981,1255000,607000,648000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1980,1251917,605407,646510,920,499,421,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1979,1247000,603000,644000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1978,1241000,599000,641000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1977,1234000,596000,639000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1976,1227000,591000,636000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,Yamagata-ken,1975,1220302,586918,633384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2023,1767000,873000,894000,NA,NA,NA,18070,24226,14268,9958,30805,17441,13364
7000,Fukushima-ken,2022,1790000,884000,906000,NA,NA,NA,15858,24643,14889,9754,31376,17712,13664
7000,Fukushima-ken,2021,1812000,894000,918000,NA,NA,NA,14120,24653,14853,9800,30769,17397,13372
7000,Fukushima-ken,2020,1833152,903864,929288,12868,NA,NA,15043,24769,14999,9770,31450,18007,13443
7000,Fukushima-ken,2019,1852000,914000,938000,NA,NA,NA,15559,25853,15635,10218,32638,18315,14323
7000,Fukushima-ken,2018,1869000,922000,946000,NA,NA,NA,14191,25590,15378,10212,33011,18565,14446
7000,Fukushima-ken,2017,1886000,931000,954000,NA,NA,NA,12977,25872,15543,10329,33882,19499,14383
7000,Fukushima-ken,2016,1903000,940000,962000,NA,NA,NA,12068,26991,16737,10254,32463,18534,13929
7000,Fukushima-ken,2015,1914039,945660,968379,8725,NA,NA,11052,29485,18534,10951,31552,17709,13843
7000,Fukushima-ken,2014,1927000,948000,979000,NA,NA,NA,10249,28073,17694,10379,30006,16597,13409
7000,Fukushima-ken,2013,1940000,951000,989000,NA,NA,NA,9726,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2012,1957000,956000,1001000,NA,NA,NA,9259,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2011,1988000,968000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2010,2029064,984682,1044382,9347,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2009,2041000,990000,1051000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2008,2054000,997000,1057000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2007,2067000,1004000,1063000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2006,2080000,1011000,1069000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2005,2091319,1016724,1074595,10065,3261,6804,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2004,2102000,1023000,1079000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2003,2110000,1028000,1082000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2002,2118000,1032000,1086000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2001,2124000,1036000,1088000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,2000,2126935,1037787,1089148,8833,3351,5482,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1999,2129000,1039000,1090000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1998,2132000,1041000,1091000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1997,2134000,1042000,1092000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1996,2134000,1042000,1092000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1995,2133592,1042030,1091562,6077,2671,3406,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1994,2129000,1039000,1090000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1993,2123000,1036000,1088000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1992,2116000,1032000,1084000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1991,2109000,1028000,1081000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1990,2104058,1024354,1079704,3798,1821,1977,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1989,2100000,1022000,1078000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1988,2095000,1020000,1075000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1987,2091000,1018000,1073000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1986,2085000,1015000,1070000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1985,2080304,1012456,1067848,2672,1371,1301,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1984,2071000,1008000,1063000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1983,2061000,1003000,1058000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1982,2052000,999000,1053000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1981,2043000,995000,1049000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1980,2035272,990575,1044697,2598,1404,1194,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1979,2023000,984000,1039000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1978,2012000,977000,1034000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1977,1998000,970000,1029000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1976,1984000,962000,1022000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,Fukushima-ken,1975,1970616,953449,1017167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2023,2825000,1412000,1412000,NA,NA,NA,91694,58289,34637,23652,60152,35122,25030
8000,Ibaraki-ken,2022,2840000,1418000,1422000,NA,NA,NA,81478,59752,35391,24361,59292,34426,24866
8000,Ibaraki-ken,2021,2852000,1423000,1428000,NA,NA,NA,71121,56580,33461,23119,54551,31468,23083
8000,Ibaraki-ken,2020,2867009,1430976,1436033,57819,NA,NA,72287,53079,31770,21309,55823,32334,23489
8000,Ibaraki-ken,2019,2879000,1437000,1442000,NA,NA,NA,71125,52816,31489,21327,60311,35125,25186
8000,Ibaraki-ken,2018,2892000,1443000,1449000,NA,NA,NA,66321,52495,30992,21503,60239,34809,25430
8000,Ibaraki-ken,2017,2902000,1448000,1454000,NA,NA,NA,63491,52578,31214,21364,57732,33175,24557
8000,Ibaraki-ken,2016,2910000,1451000,1459000,NA,NA,NA,58182,50861,29950,20911,56838,32558,24280
8000,Ibaraki-ken,2015,2916976,1453594,1463382,41310,NA,NA,54095,50399,29716,20683,58326,33364,24962
8000,Ibaraki-ken,2014,2927000,1458000,1469000,NA,NA,NA,52009,48519,28212,20307,55189,31362,23827
8000,Ibaraki-ken,2013,2937000,1464000,1474000,NA,NA,NA,51107,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2012,2947000,1469000,1478000,NA,NA,NA,50562,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2011,2960000,1475000,1485000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2010,2969770,1479779,1489991,40477,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2009,2970000,1479000,1490000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2008,2971000,1479000,1492000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2007,2973000,1480000,1493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2006,2974000,1480000,1494000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2005,2975167,1479941,1495226,37301,17481,19820,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2004,2982000,1483000,1499000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2003,2985000,1486000,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2002,2987000,1486000,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2001,2990000,1490000,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,2000,2985676,1488340,1497336,30848,14777,16071,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1999,2981000,1487000,1495000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1998,2980000,1486000,1493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1997,2973000,1484000,1489000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1996,2966000,1481000,1485000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1995,2955530,1476437,1479093,24798,12748,12050,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1994,2940000,1469000,1471000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1993,2920000,1459000,1461000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1992,2898000,1447000,1451000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1991,2871000,1433000,1438000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1990,2845382,1419117,1426265,11088,5625,5463,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1989,2822000,1408000,1415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1988,2795000,1393000,1402000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1987,2769000,1381000,1389000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1986,2746000,1369000,1377000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1985,2725005,1357963,1367042,5935,2977,2958,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1984,2698000,1344000,1354000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1983,2670000,1330000,1340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1982,2636000,1312000,1324000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1981,2595000,1291000,1304000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1980,2558007,1272533,1285474,4625,2422,2203,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1979,2510000,1248000,1262000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1978,2463000,1223000,1240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1977,2417000,1200000,1218000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1976,2380000,1179000,1200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,Ibaraki-ken,1975,2342198,1159707,1182491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2023,1897000,948000,950000,NA,NA,NA,51073,37296,21888,15408,38796,22315,16481
9000,Tochigi-ken,2022,1909000,952000,956000,NA,NA,NA,45918,38400,22338,16062,38696,22233,16463
9000,Tochigi-ken,2021,1921000,958000,963000,NA,NA,NA,42430,36298,21112,15186,36847,21214,15633
9000,Tochigi-ken,2020,1933146,964930,968216,37408,NA,NA,43647,35512,20965,14547,37374,21501,15873
9000,Tochigi-ken,2019,1943000,970000,974000,NA,NA,NA,43732,36313,21296,15017,42088,24070,18018
9000,Tochigi-ken,2018,1953000,974000,979000,NA,NA,NA,41648,35819,21183,14636,41493,23678,17815
9000,Tochigi-ken,2017,1962000,977000,985000,NA,NA,NA,39896,35784,20862,14922,40426,23121,17305
9000,Tochigi-ken,2016,1969000,979000,989000,NA,NA,NA,36654,34128,19795,14333,39387,22537,16850
9000,Tochigi-ken,2015,1974255,981626,992629,26494,NA,NA,34402,34885,20237,14648,38607,21868,16739
9000,Tochigi-ken,2014,1980000,984000,996000,NA,NA,NA,32178,34235,19983,14252,36235,20261,15974
9000,Tochigi-ken,2013,1986000,986000,1000000,NA,NA,NA,30727,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2012,1992000,989000,1003000,NA,NA,NA,30087,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2011,2000000,993000,1007000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2010,2007683,996855,1010828,26429,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2009,2011000,999000,1012000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2008,2015000,1001000,1014000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2007,2016000,1002000,1014000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2006,2016000,1002000,1015000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2005,2016631,1002114,1014517,26322,12363,13959,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2004,2016000,1001000,1015000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2003,2014000,1000000,1014000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2002,2012000,999000,1013000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2001,2011000,999000,1012000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,2000,2004817,995859,1008958,21082,10105,10977,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1999,2003000,995000,1007000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1998,2001000,994000,1006000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1997,1996000,993000,1004000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1996,1991000,990000,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1995,1984390,987426,996964,17404,9027,8377,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1994,1977000,984000,993000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1993,1969000,980000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1992,1959000,976000,983000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1991,1948000,970000,978000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1990,1935168,962571,972597,9275,5242,4033,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1989,1921000,954000,967000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1988,1908000,947000,961000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1987,1895000,940000,955000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1986,1880000,932000,948000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1985,1866066,924221,941845,3123,1543,1580,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1984,1850000,916000,934000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1983,1835000,908000,927000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1982,1822000,901000,920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1981,1807000,894000,913000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1980,1792201,885573,906628,2561,1314,1247,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1979,1775000,877000,899000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1978,1753000,865000,888000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1977,1736000,856000,880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1976,1717000,846000,872000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,Tochigi-ken,1975,1698003,834794,863209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2023,1902000,942000,960000,NA,NA,NA,74154,37100,22408,14692,38041,22282,15759
10000,Gumma-ken,2022,1913000,947000,966000,NA,NA,NA,66963,36452,21829,14623,36838,21251,15587
10000,Gumma-ken,2021,1927000,953000,974000,NA,NA,NA,61945,34443,20465,13978,34140,19866,14274
10000,Gumma-ken,2020,1939110,959411,979699,53432,NA,NA,62749,33369,20125,13244,33692,19640,14052
10000,Gumma-ken,2019,1949000,964000,984000,NA,NA,NA,61689,33927,20518,13409,36135,20593,15542
10000,Gumma-ken,2018,1957000,967000,990000,NA,NA,NA,58220,34384,20546,13838,34946,20123,14823
10000,Gumma-ken,2017,1963000,970000,993000,NA,NA,NA,55137,33182,20039,13143,34898,19960,14938
10000,Gumma-ken,2016,1969000,972000,997000,NA,NA,NA,50220,31933,19147,12786,32947,18826,14121
10000,Gumma-ken,2015,1973115,973283,999832,37126,NA,NA,46401,32038,19278,12760,32553,18383,14170
10000,Gumma-ken,2014,1979000,975000,1004000,NA,NA,NA,43978,30664,18290,12374,31682,17960,13722
10000,Gumma-ken,2013,1986000,978000,1008000,NA,NA,NA,42171,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2012,1994000,982000,1012000,NA,NA,NA,41181,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2011,2001000,985000,1016000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2010,2008068,988019,1020049,35458,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2009,2014000,991000,1023000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2008,2017000,993000,1024000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2007,2020000,994000,1025000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2006,2022000,996000,1026000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2005,2024135,996346,1027789,34934,17323,17611,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2004,2027000,998000,1029000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2003,2030000,1000000,1030000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2002,2030000,1000000,1030000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2001,2029000,1001000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,2000,2024852,999349,1025503,28539,14497,14042,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1999,2020000,997000,1023000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1998,2017000,996000,1022000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1997,2013000,994000,1019000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1996,2009000,992000,1017000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1995,2003540,989610,1013930,21625,11637,9988,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1994,1996000,986000,1010000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1993,1990000,983000,1007000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1992,1984000,980000,1004000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1991,1974000,976000,999000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1990,1966265,971704,994561,10439,5872,4567,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1989,1959000,967000,991000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1988,1949000,962000,987000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1987,1941000,958000,983000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1986,1931000,953000,979000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1985,1921259,947013,974246,3915,1992,1923,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1984,1908000,940000,968000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1983,1893000,932000,961000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1982,1879000,925000,954000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1981,1864000,917000,947000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1980,1848562,908871,939691,3351,1768,1583,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1979,1833000,900000,933000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1978,1817000,892000,925000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1977,1799000,882000,917000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1976,1778000,871000,907000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,Gumma-ken,1975,1756480,859364,897116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,2023,7331000,3640000,3691000,NA,NA,NA,234698,189756,103909,85847,164917,91370,73547
11000,Saitama-ken,2022,7337000,3643000,3694000,NA,NA,NA,212624,191931,105054,86877,166567,92226,74341
11000,Saitama-ken,2021,7340000,3646000,3694000,NA,NA,NA,197110,189683,102993,86690,161876,89721,72155
11000,Saitama-ken,2020,7344765,3652169,3692596,161439,NA,NA,198235,186289,102387,83902,162018,90342,71676
11000,Saitama-ken,2019,7342000,3657000,3685000,NA,NA,NA,196043,193481,105650,87831,166827,92176,74651
11000,Saitama-ken,2018,7325000,3650000,3675000,NA,NA,NA,180762,188769,103706,85063,164117,90819,73298
11000,Saitama-ken,2017,7307000,3643000,3664000,NA,NA,NA,167245,184862,102109,82753,162681,89821,72860
11000,Saitama-ken,2016,7288000,3637000,3652000,NA,NA,NA,152486,179389,98608,80781,157687,87772,69915
11000,Saitama-ken,2015,7266534,3628418,3638116,105203,NA,NA,139656,180451,99784,80667,162374,90316,72058
11000,Saitama-ken,2014,7247000,3621000,3626000,NA,NA,NA,130092,173312,95205,78107,154937,86079,68858
11000,Saitama-ken,2013,7228000,3614000,3614000,NA,NA,NA,123294,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,2012,7216000,3612000,3604000,NA,NA,NA,117845,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,2011,7209000,3612000,3597000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
